,net_grid_draw_kwh,biomass_el_prod_kwh,Mainkofen
2023-02-01 05:00:00,767.09,787.3046052631579,-1554.394605263158
2023-02-01 06:00:00,817.63,787.3046052631579,-1604.934605263158
2023-02-01 07:00:00,1025.005,787.3046052631579,-1812.3096052631581
2023-02-01 08:00:00,1107.415,787.3046052631579,-1894.719605263158
2023-02-01 09:00:00,1157.32,787.3046052631579,-1944.6246052631577
2023-02-01 10:00:00,1108.8600000000001,787.3046052631579,-1896.1646052631581
2023-02-01 11:00:00,1058.48,787.3046052631579,-1845.784605263158
2023-02-01 12:00:00,1038.795,787.3046052631579,-1826.099605263158
2023-02-01 13:00:00,1034.29,787.3046052631579,-1821.594605263158
2023-02-01 14:00:00,1047.24,787.3046052631579,-1834.5446052631578
2023-02-01 15:00:00,1010.96,787.3046052631579,-1798.264605263158
2023-02-01 16:00:00,973.51,787.3046052631579,-1760.8146052631578
2023-02-01 17:00:00,944.79,787.3046052631579,-1732.094605263158
2023-02-01 18:00:00,908.475,787.3046052631579,-1695.779605263158
2023-02-01 19:00:00,867.39,787.3046052631579,-1654.6946052631579
2023-02-01 20:00:00,839.775,787.3046052631579,-1627.0796052631579
2023-02-01 21:00:00,800.345,787.3046052631579,-1587.6496052631578
2023-02-01 22:00:00,774.8399999999999,787.3046052631579,-1562.1446052631577
2023-02-01 23:00:00,757.49,787.3046052631579,-1544.7946052631578
2023-02-02 00:00:00,735.95,787.3046052631579,-1523.2546052631578
2023-02-02 01:00:00,735.28,787.3046052631579,-1522.5846052631578
2023-02-02 02:00:00,726.94,787.3046052631579,-1514.244605263158
2023-02-02 03:00:00,729.04,787.3046052631579,-1516.344605263158
2023-02-02 04:00:00,742.795,787.3046052631579,-1530.0996052631579
2023-02-02 05:00:00,790.6700000000001,787.3046052631579,-1577.974605263158
2023-02-02 06:00:00,846.6949999999999,787.3046052631579,-1633.9996052631577
2023-02-02 07:00:00,1037.65,787.3046052631579,-1824.954605263158
2023-02-02 08:00:00,1132.365,787.3046052631579,-1919.6696052631578
2023-02-02 09:00:00,1116.7649999999999,787.3046052631579,-1904.0696052631579
2023-02-02 10:00:00,1086.615,787.3046052631579,-1873.9196052631578
2023-02-02 11:00:00,1056.21,787.3046052631579,-1843.514605263158
2023-02-02 12:00:00,1015.38,787.3046052631579,-1802.684605263158
2023-02-02 13:00:00,1014.465,787.3046052631579,-1801.769605263158
2023-02-02 14:00:00,1000.875,787.3046052631579,-1788.179605263158
2023-02-02 15:00:00,959.0,787.3046052631579,-1746.304605263158
2023-02-02 16:00:00,925.75,787.3046052631579,-1713.054605263158
2023-02-02 17:00:00,887.85,787.3046052631579,-1675.154605263158
2023-02-02 18:00:00,896.395,787.3046052631579,-1683.699605263158
2023-02-02 19:00:00,862.005,787.3046052631579,-1649.309605263158
2023-02-02 20:00:00,829.45,787.3046052631579,-1616.7546052631578
2023-02-02 21:00:00,785.775,787.3046052631579,-1573.0796052631579
2023-02-02 22:00:00,757.45,787.3046052631579,-1544.7546052631578
2023-02-02 23:00:00,730.29,787.3046052631579,-1517.594605263158
2023-02-03 00:00:00,713.53,787.3046052631579,-1500.8346052631578
2023-02-03 01:00:00,708.27,787.3046052631579,-1495.574605263158
2023-02-03 02:00:00,702.955,787.3046052631579,-1490.259605263158
2023-02-03 03:00:00,705.0550000000001,787.3046052631579,-1492.3596052631578
2023-02-03 04:00:00,713.565,787.3046052631579,-1500.869605263158
2023-02-03 05:00:00,752.65,787.3046052631579,-1539.9546052631579
2023-02-03 06:00:00,808.52,787.3046052631579,-1595.824605263158
2023-02-03 07:00:00,989.1500000000001,787.3046052631579,-1776.454605263158
2023-02-03 08:00:00,1089.76,787.3046052631579,-1877.0646052631578
2023-02-03 09:00:00,1112.68,787.3046052631579,-1899.9846052631578
2023-02-03 10:00:00,1086.87,787.3046052631579,-1874.174605263158
2023-02-03 11:00:00,1052.22,787.3046052631579,-1839.5246052631578
2023-02-03 12:00:00,995.395,787.3046052631579,-1782.699605263158
2023-02-03 13:00:00,980.515,787.3046052631579,-1767.8196052631579
2023-02-03 14:00:00,986.5699999999999,787.3046052631579,-1773.8746052631577
2023-02-03 15:00:00,930.4300000000001,787.3046052631579,-1717.7346052631578
2023-02-03 16:00:00,897.92,787.3046052631579,-1685.2246052631579
2023-02-03 17:00:00,914.705,787.3046052631579,-1702.009605263158
2023-02-03 18:00:00,897.65,787.3046052631579,-1684.9546052631579
2023-02-03 19:00:00,851.4549999999999,787.3046052631579,-1638.759605263158
2023-02-03 20:00:00,835.1949999999999,787.3046052631579,-1622.4996052631577
2023-02-03 21:00:00,788.38,787.3046052631579,-1575.684605263158
2023-02-03 22:00:00,771.99,787.3046052631579,-1559.2946052631578
2023-02-03 23:00:00,773.035,787.3046052631579,-1560.3396052631579
2023-02-04 00:00:00,749.065,787.3046052631579,-1536.369605263158
2023-02-04 01:00:00,751.42,787.3046052631579,-1538.7246052631579
2023-02-04 02:00:00,734.93,787.3046052631579,-1522.2346052631578
2023-02-04 03:00:00,754.24,787.3046052631579,-1541.5446052631578
2023-02-04 04:00:00,749.005,787.3046052631579,-1536.309605263158
2023-02-04 05:00:00,783.325,787.3046052631579,-1570.6296052631578
2023-02-04 06:00:00,829.155,787.3046052631579,-1616.4596052631578
2023-02-04 07:00:00,900.96,787.3046052631579,-1688.264605263158
2023-02-04 08:00:00,902.3,787.3046052631579,-1689.6046052631577
2023-02-04 09:00:00,940.39,787.3046052631579,-1727.6946052631579
2023-02-04 10:00:00,886.315,787.3046052631579,-1673.619605263158
2023-02-04 11:00:00,889.405,787.3046052631579,-1676.7096052631578
2023-02-04 12:00:00,862.215,787.3046052631579,-1649.519605263158
2023-02-04 13:00:00,881.845,787.3046052631579,-1669.1496052631578
2023-02-04 14:00:00,876.26,787.3046052631579,-1663.5646052631578
2023-02-04 15:00:00,837.475,787.3046052631579,-1624.779605263158
2023-02-04 16:00:00,825.515,787.3046052631579,-1612.8196052631579
2023-02-04 17:00:00,864.655,787.3046052631579,-1651.9596052631578
2023-02-04 18:00:00,891.665,787.3046052631579,-1678.969605263158
2023-02-04 19:00:00,847.045,787.3046052631579,-1634.3496052631579
2023-02-04 20:00:00,834.3,787.3046052631579,-1621.6046052631577
2023-02-04 21:00:00,806.885,787.3046052631579,-1594.1896052631578
2023-02-04 22:00:00,781.275,787.3046052631579,-1568.5796052631579
2023-02-04 23:00:00,779.8299999999999,787.3046052631579,-1567.134605263158
2023-02-05 00:00:00,776.82,787.3046052631579,-1564.124605263158
2023-02-05 01:00:00,768.025,787.3046052631579,-1555.3296052631579
2023-02-05 02:00:00,762.32,787.3046052631579,-1549.624605263158
2023-02-05 03:00:00,766.64,787.3046052631579,-1553.9446052631579
2023-02-05 04:00:00,765.11,787.3046052631579,-1552.414605263158
2023-02-05 05:00:00,793.75,787.3046052631579,-1581.054605263158
2023-02-05 06:00:00,843.0550000000001,787.3046052631579,-1630.3596052631578
2023-02-05 07:00:00,875.49,787.3046052631579,-1662.7946052631578
2023-02-05 08:00:00,909.255,787.3046052631579,-1696.559605263158
2023-02-05 09:00:00,966.265,787.3046052631579,-1753.5696052631579
2023-02-05 10:00:00,900.56,787.3046052631579,-1687.864605263158
2023-02-05 11:00:00,885.585,787.3046052631579,-1672.889605263158
2023-02-05 12:00:00,892.77,787.3046052631579,-1680.074605263158
2023-02-05 13:00:00,882.86,787.3046052631579,-1670.164605263158
2023-02-05 14:00:00,866.39,787.3046052631579,-1653.6946052631579
2023-02-05 15:00:00,836.91,787.3046052631579,-1624.2146052631579
2023-02-05 16:00:00,823.785,787.3046052631579,-1611.0896052631579
2023-02-05 17:00:00,870.635,787.3046052631579,-1657.9396052631578
2023-02-05 18:00:00,897.435,787.3046052631579,-1684.739605263158
2023-02-05 19:00:00,842.4449999999999,787.3046052631579,-1629.7496052631577
2023-02-05 20:00:00,848.3,787.3046052631579,-1635.6046052631577
2023-02-05 21:00:00,818.97,787.3046052631579,-1606.2746052631578
2023-02-05 22:00:00,790.185,787.3046052631579,-1577.489605263158
2023-02-05 23:00:00,784.275,787.3046052631579,-1571.5796052631579
2023-02-06 00:00:00,766.875,787.3046052631579,-1554.179605263158
2023-02-06 01:00:00,774.585,787.3046052631579,-1561.889605263158
2023-02-06 02:00:00,762.025,787.3046052631579,-1549.3296052631579
2023-02-06 03:00:00,758.895,787.3046052631579,-1546.199605263158
2023-02-06 04:00:00,782.8199999999999,787.3046052631579,-1570.1246052631577
2023-02-06 05:00:00,830.845,787.3046052631579,-1618.1496052631578
2023-02-06 06:00:00,900.405,787.3046052631579,-1687.7096052631578
2023-02-06 07:00:00,1088.055,787.3046052631579,-1875.3596052631578
2023-02-06 08:00:00,1127.495,787.3046052631579,-1914.799605263158
2023-02-06 09:00:00,1118.745,787.3046052631579,-1906.049605263158
2023-02-06 10:00:00,1071.59,787.3046052631579,-1858.8946052631577
2023-02-06 11:00:00,1041.4499999999998,787.3046052631579,-1828.7546052631578
2023-02-06 12:00:00,1029.015,787.3046052631579,-1816.3196052631579
2023-02-06 13:00:00,1024.8,787.3046052631579,-1812.1046052631577
2023-02-06 14:00:00,1018.6,787.3046052631579,-1805.904605263158
2023-02-06 15:00:00,992.255,787.3046052631579,-1779.559605263158
2023-02-06 16:00:00,961.505,787.3046052631579,-1748.809605263158
2023-02-06 17:00:00,920.98,787.3046052631579,-1708.284605263158
2023-02-06 18:00:00,931.3,787.3046052631579,-1718.6046052631577
2023-02-06 19:00:00,891.9,787.3046052631579,-1679.2046052631579
2023-02-06 20:00:00,847.2049999999999,787.3046052631579,-1634.509605263158
2023-02-06 21:00:00,823.2750000000001,787.3046052631579,-1610.579605263158
2023-02-06 22:00:00,807.755,787.3046052631579,-1595.059605263158
2023-02-06 23:00:00,782.94,787.3046052631579,-1570.244605263158
2023-02-07 00:00:00,773.175,787.3046052631579,-1560.4796052631577
2023-02-07 01:00:00,778.245,787.3046052631579,-1565.549605263158
2023-02-07 02:00:00,785.73,787.3046052631579,-1573.034605263158
2023-02-07 03:00:00,783.72,787.3046052631579,-1571.0246052631578
2023-02-07 04:00:00,816.12,787.3046052631579,-1603.424605263158
2023-02-07 05:00:00,845.075,787.3046052631579,-1632.3796052631578
2023-02-07 06:00:00,944.4549999999999,787.3046052631579,-1731.759605263158
2023-02-07 07:00:00,1080.08,787.3046052631579,-1867.384605263158
2023-02-07 08:00:00,1179.75,787.3046052631579,-1967.054605263158
2023-02-07 09:00:00,1182.38,787.3046052631579,-1969.6846052631581
2023-02-07 10:00:00,1081.435,787.3046052631579,-1868.739605263158
2023-02-07 11:00:00,1062.425,787.3046052631579,-1849.7296052631577
2023-02-07 12:00:00,1029.275,787.3046052631579,-1816.579605263158
2023-02-07 13:00:00,1032.105,787.3046052631579,-1819.409605263158
2023-02-07 14:00:00,1022.8000000000001,787.3046052631579,-1810.104605263158
2023-02-07 15:00:00,978.585,787.3046052631579,-1765.889605263158
2023-02-07 16:00:00,946.405,787.3046052631579,-1733.7096052631578
2023-02-07 17:00:00,913.125,787.3046052631579,-1700.429605263158
2023-02-07 18:00:00,956.0550000000001,787.3046052631579,-1743.3596052631578
2023-02-07 19:00:00,911.185,787.3046052631579,-1698.489605263158
2023-02-07 20:00:00,902.9,787.3046052631579,-1690.2046052631579
2023-02-07 21:00:00,838.9200000000001,787.3046052631579,-1626.224605263158
2023-02-07 22:00:00,819.605,787.3046052631579,-1606.909605263158
2023-02-07 23:00:00,818.06,787.3046052631579,-1605.364605263158
2023-02-08 00:00:00,799.21,787.3046052631579,-1586.514605263158
2023-02-08 01:00:00,797.52,787.3046052631579,-1584.824605263158
2023-02-08 02:00:00,806.905,787.3046052631579,-1594.2096052631578
2023-02-08 03:00:00,804.065,787.3046052631579,-1591.369605263158
2023-02-08 04:00:00,814.825,787.3046052631579,-1602.1296052631578
2023-02-08 05:00:00,839.65,787.3046052631579,-1626.9546052631579
2023-02-08 06:00:00,890.9449999999999,787.3046052631579,-1678.2496052631577
2023-02-08 07:00:00,1072.315,787.3046052631579,-1859.619605263158
2023-02-08 08:00:00,1153.435,787.3046052631579,-1940.739605263158
2023-02-08 09:00:00,1157.85,787.3046052631579,-1945.154605263158
2023-02-08 10:00:00,1084.62,787.3046052631579,-1871.924605263158
2023-02-08 11:00:00,1071.6399999999999,787.3046052631579,-1858.9446052631579
2023-02-08 12:00:00,1001.2850000000001,787.3046052631579,-1788.5896052631579
2023-02-08 13:00:00,999.605,787.3046052631579,-1786.909605263158
2023-02-08 14:00:00,994.71,787.3046052631579,-1782.014605263158
2023-02-08 15:00:00,961.4200000000001,787.3046052631579,-1748.724605263158
2023-02-08 16:00:00,917.11,787.3046052631579,-1704.414605263158
2023-02-08 17:00:00,899.79,787.3046052631579,-1687.094605263158
2023-02-08 18:00:00,905.205,787.3046052631579,-1692.509605263158
2023-02-08 19:00:00,857.985,787.3046052631579,-1645.289605263158
2023-02-08 20:00:00,824.74,787.3046052631579,-1612.0446052631578
2023-02-08 21:00:00,818.53,787.3046052631579,-1605.8346052631578
2023-02-08 22:00:00,789.475,787.3046052631579,-1576.779605263158
2023-02-08 23:00:00,773.87,787.3046052631579,-1561.174605263158
2023-02-09 00:00:00,755.165,787.3046052631579,-1542.469605263158
2023-02-09 01:00:00,726.74,787.3046052631579,-1514.0446052631578
2023-02-09 02:00:00,722.3050000000001,787.3046052631579,-1509.6096052631578
2023-02-09 03:00:00,753.53,787.3046052631579,-1540.8346052631578
2023-02-09 04:00:00,763.835,787.3046052631579,-1551.139605263158
2023-02-09 05:00:00,806.7049999999999,787.3046052631579,-1594.009605263158
2023-02-09 06:00:00,886.5699999999999,787.3046052631579,-1673.8746052631577
2023-02-09 07:00:00,1048.305,787.3046052631579,-1835.6096052631578
2023-02-09 08:00:00,1090.795,787.3046052631579,-1878.099605263158
2023-02-09 09:00:00,1140.385,787.3046052631579,-1927.6896052631578
2023-02-09 10:00:00,1074.99,787.3046052631579,-1862.2946052631578
2023-02-09 11:00:00,1055.91,787.3046052631579,-1843.2146052631579
2023-02-09 12:00:00,985.97,787.3046052631579,-1773.2746052631578
2023-02-09 13:00:00,999.7,787.3046052631579,-1787.0046052631578
2023-02-09 14:00:00,1013.455,787.3046052631579,-1800.759605263158
2023-02-09 15:00:00,945.68,787.3046052631579,-1732.9846052631578
2023-02-09 16:00:00,909.1850000000001,787.3046052631579,-1696.489605263158
2023-02-09 17:00:00,906.57,787.3046052631579,-1693.874605263158
2023-02-09 18:00:00,902.69,787.3046052631579,-1689.994605263158
2023-02-09 19:00:00,870.275,787.3046052631579,-1657.5796052631579
2023-02-09 20:00:00,824.89,787.3046052631579,-1612.1946052631579
2023-02-09 21:00:00,804.51,787.3046052631579,-1591.8146052631578
2023-02-09 22:00:00,788.145,787.3046052631579,-1575.449605263158
2023-02-09 23:00:00,770.455,787.3046052631579,-1557.759605263158
2023-02-10 00:00:00,755.825,787.3046052631579,-1543.1296052631578
2023-02-10 01:00:00,748.31,787.3046052631579,-1535.614605263158
2023-02-10 02:00:00,747.44,787.3046052631579,-1534.744605263158
2023-02-10 03:00:00,741.005,787.3046052631579,-1528.309605263158
2023-02-10 04:00:00,753.02,787.3046052631579,-1540.324605263158
2023-02-10 05:00:00,832.45,787.3046052631579,-1619.7546052631578
2023-02-10 06:00:00,883.95,787.3046052631579,-1671.2546052631578
2023-02-10 07:00:00,1062.645,787.3046052631579,-1849.949605263158
2023-02-10 08:00:00,1123.175,787.3046052631579,-1910.4796052631577
2023-02-10 09:00:00,1119.235,787.3046052631579,-1906.5396052631577
2023-02-10 10:00:00,1034.16,787.3046052631579,-1821.4646052631579
2023-02-10 11:00:00,1021.905,787.3046052631579,-1809.2096052631578
2023-02-10 12:00:00,962.38,787.3046052631579,-1749.684605263158
2023-02-10 13:00:00,934.51,787.3046052631579,-1721.8146052631578
2023-02-10 14:00:00,946.225,787.3046052631579,-1733.529605263158
2023-02-10 15:00:00,884.175,787.3046052631579,-1671.4796052631577
2023-02-10 16:00:00,873.35,787.3046052631579,-1660.654605263158
2023-02-10 17:00:00,884.85,787.3046052631579,-1672.154605263158
2023-02-10 18:00:00,892.6,787.3046052631579,-1679.904605263158
2023-02-10 19:00:00,866.525,787.3046052631579,-1653.8296052631579
2023-02-10 20:00:00,822.39,787.3046052631579,-1609.6946052631579
2023-02-10 21:00:00,811.715,787.3046052631579,-1599.019605263158
2023-02-10 22:00:00,791.36,787.3046052631579,-1578.664605263158
2023-02-10 23:00:00,772.425,787.3046052631579,-1559.7296052631577
2023-02-11 00:00:00,767.865,787.3046052631579,-1555.1696052631578
2023-02-11 01:00:00,764.935,787.3046052631579,-1552.239605263158
2023-02-11 02:00:00,753.715,787.3046052631579,-1541.019605263158
2023-02-11 03:00:00,750.2950000000001,787.3046052631579,-1537.599605263158
2023-02-11 04:00:00,760.55,787.3046052631579,-1547.8546052631577
2023-02-11 05:00:00,796.09,787.3046052631579,-1583.394605263158
2023-02-11 06:00:00,813.525,787.3046052631579,-1600.8296052631579
2023-02-11 07:00:00,921.71,787.3046052631579,-1709.014605263158
2023-02-11 08:00:00,954.58,787.3046052631579,-1741.884605263158
2023-02-11 09:00:00,980.095,787.3046052631579,-1767.3996052631578
2023-02-11 10:00:00,912.54,787.3046052631579,-1699.844605263158
2023-02-11 11:00:00,872.54,787.3046052631579,-1659.844605263158
2023-02-11 12:00:00,864.2850000000001,787.3046052631579,-1651.5896052631579
2023-02-11 13:00:00,857.88,787.3046052631579,-1645.184605263158
2023-02-11 14:00:00,886.03,787.3046052631579,-1673.3346052631578
2023-02-11 15:00:00,827.0,787.3046052631579,-1614.304605263158
2023-02-11 16:00:00,815.515,787.3046052631579,-1602.8196052631579
2023-02-11 17:00:00,837.8,787.3046052631579,-1625.1046052631577
2023-02-11 18:00:00,842.25,787.3046052631579,-1629.554605263158
2023-02-11 19:00:00,817.87,787.3046052631579,-1605.174605263158
2023-02-11 20:00:00,809.325,787.3046052631579,-1596.6296052631578
2023-02-11 21:00:00,780.87,787.3046052631579,-1568.174605263158
2023-02-11 22:00:00,763.965,787.3046052631579,-1551.269605263158
2023-02-11 23:00:00,756.25,787.3046052631579,-1543.554605263158
2023-02-12 00:00:00,740.98,787.3046052631579,-1528.284605263158
2023-02-12 01:00:00,731.9300000000001,787.3046052631579,-1519.2346052631578
2023-02-12 02:00:00,732.98,787.3046052631579,-1520.284605263158
2023-02-12 03:00:00,732.485,787.3046052631579,-1519.789605263158
2023-02-12 04:00:00,745.4300000000001,787.3046052631579,-1532.7346052631578
2023-02-12 05:00:00,767.08,787.3046052631579,-1554.384605263158
2023-02-12 06:00:00,824.155,787.3046052631579,-1611.4596052631578
2023-02-12 07:00:00,853.69,787.3046052631579,-1640.994605263158
2023-02-12 08:00:00,881.5799999999999,787.3046052631579,-1668.884605263158
2023-02-12 09:00:00,899.56,787.3046052631579,-1686.864605263158
2023-02-12 10:00:00,842.25,787.3046052631579,-1629.554605263158
2023-02-12 11:00:00,842.495,787.3046052631579,-1629.799605263158
2023-02-12 12:00:00,834.67,787.3046052631579,-1621.9746052631579
2023-02-12 13:00:00,839.94,787.3046052631579,-1627.244605263158
2023-02-12 14:00:00,813.515,787.3046052631579,-1600.8196052631579
2023-02-12 15:00:00,803.54,787.3046052631579,-1590.844605263158
2023-02-12 16:00:00,792.785,787.3046052631579,-1580.0896052631579
2023-02-12 17:00:00,794.7049999999999,787.3046052631579,-1582.009605263158
2023-02-12 18:00:00,825.64,787.3046052631579,-1612.9446052631579
2023-02-12 19:00:00,811.28,787.3046052631579,-1598.5846052631578
2023-02-12 20:00:00,798.395,787.3046052631579,-1585.699605263158
2023-02-12 21:00:00,778.645,787.3046052631579,-1565.949605263158
2023-02-12 22:00:00,752.675,787.3046052631579,-1539.9796052631577
2023-02-12 23:00:00,738.3,787.3046052631579,-1525.6046052631577
2023-02-13 00:00:00,719.235,787.3046052631579,-1506.539605263158
2023-02-13 01:00:00,717.97,787.3046052631579,-1505.2746052631578
2023-02-13 02:00:00,721.78,787.3046052631579,-1509.0846052631578
2023-02-13 03:00:00,720.9200000000001,787.3046052631579,-1508.224605263158
2023-02-13 04:00:00,739.955,787.3046052631579,-1527.259605263158
2023-02-13 05:00:00,773.025,787.3046052631579,-1560.3296052631579
2023-02-13 06:00:00,813.81,787.3046052631579,-1601.114605263158
2023-02-13 07:00:00,1000.795,787.3046052631579,-1788.0996052631579
2023-02-13 08:00:00,1087.125,787.3046052631579,-1874.429605263158
2023-02-13 09:00:00,1118.28,787.3046052631579,-1905.5846052631578
2023-02-13 10:00:00,1083.1799999999998,787.3046052631579,-1870.4846052631578
2023-02-13 11:00:00,1042.69,787.3046052631579,-1829.994605263158
2023-02-13 12:00:00,992.1949999999999,787.3046052631579,-1779.4996052631577
2023-02-13 13:00:00,1011.6400000000001,787.3046052631579,-1798.9446052631579
2023-02-13 14:00:00,1020.315,787.3046052631579,-1807.619605263158
2023-02-13 15:00:00,991.92,787.3046052631579,-1779.2246052631579
2023-02-13 16:00:00,945.46,787.3046052631579,-1732.764605263158
2023-02-13 17:00:00,892.22,787.3046052631579,-1679.5246052631578
2023-02-13 18:00:00,893.12,787.3046052631579,-1680.424605263158
2023-02-13 19:00:00,861.905,787.3046052631579,-1649.2096052631578
2023-02-13 20:00:00,834.5899999999999,787.3046052631579,-1621.8946052631577
2023-02-13 21:00:00,795.13,787.3046052631579,-1582.434605263158
2023-02-13 22:00:00,766.62,787.3046052631579,-1553.924605263158
2023-02-13 23:00:00,747.635,787.3046052631579,-1534.9396052631578
2023-02-14 00:00:00,734.99,787.3046052631579,-1522.2946052631578
2023-02-14 01:00:00,737.375,787.3046052631579,-1524.679605263158
2023-02-14 02:00:00,724.765,787.3046052631579,-1512.0696052631579
2023-02-14 03:00:00,740.56,787.3046052631579,-1527.864605263158
2023-02-14 04:00:00,752.745,787.3046052631579,-1540.049605263158
2023-02-14 05:00:00,787.9549999999999,787.3046052631579,-1575.259605263158
2023-02-14 06:00:00,855.8299999999999,787.3046052631579,-1643.134605263158
2023-02-14 07:00:00,1031.35,787.3046052631579,-1818.654605263158
2023-02-14 08:00:00,1140.09,787.3046052631579,-1927.3946052631577
2023-02-14 09:00:00,1160.455,787.3046052631579,-1947.759605263158
2023-02-14 10:00:00,1097.025,787.3046052631579,-1884.329605263158
2023-02-14 11:00:00,1057.78,787.3046052631579,-1845.0846052631578
2023-02-14 12:00:00,1029.25,787.3046052631579,-1816.554605263158
2023-02-14 13:00:00,1049.38,787.3046052631579,-1836.6846052631581
2023-02-14 14:00:00,1051.5500000000002,787.3046052631579,-1838.8546052631582
2023-02-14 15:00:00,1025.49,787.3046052631579,-1812.7946052631578
2023-02-14 16:00:00,985.15,787.3046052631579,-1772.4546052631579
2023-02-14 17:00:00,933.6800000000001,787.3046052631579,-1720.9846052631578
2023-02-14 18:00:00,910.4,787.3046052631579,-1697.7046052631579
2023-02-14 19:00:00,872.45,787.3046052631579,-1659.7546052631578
2023-02-14 20:00:00,835.405,787.3046052631579,-1622.7096052631578
2023-02-14 21:00:00,793.125,787.3046052631579,-1580.429605263158
2023-02-14 22:00:00,766.38,787.3046052631579,-1553.684605263158
2023-02-14 23:00:00,752.37,787.3046052631579,-1539.674605263158
2023-02-15 00:00:00,743.72,787.3046052631579,-1531.0246052631578
2023-02-15 01:00:00,740.665,787.3046052631579,-1527.969605263158
2023-02-15 02:00:00,736.88,787.3046052631579,-1524.184605263158
2023-02-15 03:00:00,748.375,787.3046052631579,-1535.679605263158
2023-02-15 04:00:00,760.04,787.3046052631579,-1547.344605263158
2023-02-15 05:00:00,798.37,787.3046052631579,-1585.674605263158
2023-02-15 06:00:00,861.7,787.3046052631579,-1649.0046052631578
2023-02-15 07:00:00,1047.275,787.3046052631579,-1834.579605263158
2023-02-15 08:00:00,1137.76,787.3046052631579,-1925.0646052631578
2023-02-15 09:00:00,1163.23,787.3046052631579,-1950.534605263158
2023-02-15 10:00:00,1109.15,787.3046052631579,-1896.454605263158
2023-02-15 11:00:00,1066.91,787.3046052631579,-1854.2146052631579
2023-02-15 12:00:00,1034.05,787.3046052631579,-1821.3546052631577
2023-02-15 13:00:00,1053.29,787.3046052631579,-1840.594605263158
2023-02-15 14:00:00,1039.695,787.3046052631579,-1826.9996052631577
2023-02-15 15:00:00,993.655,787.3046052631579,-1780.9596052631578
2023-02-15 16:00:00,947.97,787.3046052631579,-1735.2746052631578
2023-02-15 17:00:00,898.765,787.3046052631579,-1686.0696052631579
2023-02-15 18:00:00,888.335,787.3046052631579,-1675.639605263158
2023-02-15 19:00:00,856.365,787.3046052631579,-1643.6696052631578
2023-02-15 20:00:00,820.16,787.3046052631579,-1607.4646052631579
2023-02-15 21:00:00,780.425,787.3046052631579,-1567.7296052631577
2023-02-15 22:00:00,759.1949999999999,787.3046052631579,-1546.4996052631577
2023-02-15 23:00:00,742.885,787.3046052631579,-1530.1896052631578
2023-02-16 00:00:00,727.02,787.3046052631579,-1514.324605263158
2023-02-16 01:00:00,725.925,787.3046052631579,-1513.2296052631577
2023-02-16 02:00:00,723.5699999999999,787.3046052631579,-1510.8746052631577
2023-02-16 03:00:00,727.975,787.3046052631579,-1515.279605263158
2023-02-16 04:00:00,748.815,787.3046052631579,-1536.119605263158
2023-02-16 05:00:00,802.05,787.3046052631579,-1589.3546052631577
2023-02-16 06:00:00,844.0,787.3046052631579,-1631.304605263158
2023-02-16 07:00:00,1068.525,787.3046052631579,-1855.829605263158
2023-02-16 08:00:00,1131.585,787.3046052631579,-1918.889605263158
2023-02-16 09:00:00,1150.59,787.3046052631579,-1937.8946052631577
2023-02-16 10:00:00,859.755,787.3046052631579,-1647.059605263158
2023-02-16 11:00:00,1047.02,787.3046052631579,-1834.324605263158
2023-02-16 12:00:00,1021.115,787.3046052631579,-1808.4196052631578
2023-02-16 13:00:00,892.605,787.3046052631579,-1679.909605263158
2023-02-16 14:00:00,832.04,787.3046052631579,-1619.344605263158
2023-02-16 15:00:00,1008.055,787.3046052631579,-1795.3596052631578
2023-02-16 16:00:00,952.925,787.3046052631579,-1740.2296052631577
2023-02-16 17:00:00,897.5550000000001,787.3046052631579,-1684.8596052631578
2023-02-16 18:00:00,914.51,787.3046052631579,-1701.8146052631578
2023-02-16 19:00:00,885.095,787.3046052631579,-1672.3996052631578
2023-02-16 20:00:00,820.9,787.3046052631579,-1608.2046052631579
2023-02-16 21:00:00,787.53,787.3046052631579,-1574.8346052631578
2023-02-16 22:00:00,768.6949999999999,787.3046052631579,-1555.9996052631577
2023-02-16 23:00:00,744.52,787.3046052631579,-1531.824605263158
2023-02-17 00:00:00,734.315,787.3046052631579,-1521.619605263158
2023-02-17 01:00:00,727.56,787.3046052631579,-1514.864605263158
2023-02-17 02:00:00,722.99,787.3046052631579,-1510.2946052631578
2023-02-17 03:00:00,728.965,787.3046052631579,-1516.269605263158
2023-02-17 04:00:00,737.235,787.3046052631579,-1524.539605263158
2023-02-17 05:00:00,778.64,787.3046052631579,-1565.9446052631579
2023-02-17 06:00:00,822.085,787.3046052631579,-1609.389605263158
2023-02-17 07:00:00,1004.73,787.3046052631579,-1792.034605263158
2023-02-17 08:00:00,1087.67,787.3046052631579,-1874.974605263158
2023-02-17 09:00:00,1076.96,787.3046052631579,-1864.264605263158
2023-02-17 10:00:00,771.5550000000001,787.3046052631579,-1558.8596052631578
2023-02-17 11:00:00,947.215,787.3046052631579,-1734.519605263158
2023-02-17 12:00:00,911.145,787.3046052631579,-1698.449605263158
2023-02-17 13:00:00,898.23,787.3046052631579,-1685.534605263158
2023-02-17 14:00:00,898.655,787.3046052631579,-1685.9596052631578
2023-02-17 15:00:00,851.48,787.3046052631579,-1638.784605263158
2023-02-17 16:00:00,828.215,787.3046052631579,-1615.519605263158
