time,pv,wind,hydro,demand
2025-01-01 00:00:00,0.0,0.10628119384297313,0.35804696364610483,-2285301.0264167446
2025-01-01 01:00:00,0.0,0.11303668463120059,0.3581400243401861,-2403286.6243270137
2025-01-01 02:00:00,0.0,0.11003016867451035,0.3582331888831247,-2306578.011408683
2025-01-01 03:00:00,0.0,0.14600981618749884,0.35832645722699125,-2396909.680304577
2025-01-01 04:00:00,0.0,0.1249806987170218,0.35841982932380284,-2353646.4450777825
2025-01-01 05:00:00,0.0,0.10062008622993213,0.3585133051255234,-2305758.8947358546
2025-01-01 06:00:00,0.0,0.1362210885752206,0.3586068845840633,-2126590.925107056
2025-01-01 07:00:00,0.002419120756948828,0.146411313199166,0.35870056765127967,-2265717.306482607
2025-01-01 08:00:00,0.004673382432097666,0.10985070309521741,0.3587943542789763,-2232106.0484750546
2025-01-01 09:00:00,0.00660916081762868,0.13619520093076487,0.3588882444189039,-2204092.9709512265
2025-01-01 10:00:00,0.008094535815592968,0.1544336407973682,0.35898223802275947,-2020593.2626217804
2025-01-01 11:00:00,0.00902828157457751,0.1179157489721468,0.35907633504218733,-2107230.2683698097
2025-01-01 12:00:00,0.009346764864195334,0.10097839756161527,0.3591705354287782,-1988083.292511363
2025-01-01 13:00:00,0.00902828157457751,0.11903593624862537,0.3592648391340698,-2054245.3478293177
2025-01-01 14:00:00,0.008094535815592968,0.11784577538051225,0.3593592461095467,-2058528.3428242207
2025-01-01 15:00:00,0.006609160817628681,0.1351642810310044,0.35945375630664034,-2067215.8409449942
2025-01-01 16:00:00,0.004673382432097666,0.10573093285639315,0.3595483696767289,-2145401.5797928944
2025-01-01 17:00:00,0.0024191207569488307,0.1375022266309209,0.35964308617113755,-2132248.441600806
2025-01-01 18:00:00,1.1446485673319762e-18,0.11386065066365428,0.3597379057411386,-2159019.806162852
2025-01-01 19:00:00,0.0,0.1306259765505987,0.3598328283379511,-2168848.234005609
2025-01-01 20:00:00,0.0,0.12788483397910547,0.3599278539127413,-2301284.895418876
2025-01-01 21:00:00,0.0,0.15109258354582777,0.3600229824166221,-2348757.7319963165
2025-01-01 22:00:00,0.0,0.15983903830559276,0.360118213800654,-2356564.335449628
2025-01-01 23:00:00,0.0,0.1264399259140688,0.36021354801584415,-2215372.4614256057
2025-01-02 00:00:00,0.0,0.10970059666320851,0.3603089850131469,-2221927.0043423595
2025-01-02 01:00:00,0.0,0.10584008579374658,0.36040452474346374,-2316883.42295471
2025-01-02 02:00:00,0.0,0.11263596734191712,0.3605001671576433,-2320048.465258371
2025-01-02 03:00:00,0.0,0.16204460455485095,0.36059591220648146,-2300312.770482521
2025-01-02 04:00:00,0.0,0.1541926455215353,0.3606917598407212,-2431222.677521482
2025-01-02 05:00:00,0.0,0.11755584488216864,0.3607877100110528,-2195262.8143317187
2025-01-02 06:00:00,0.0,0.12918611488518436,0.3608837626681137,-2222597.6861535874
2025-01-02 07:00:00,0.002866635549471524,0.1443109083914694,0.3609799177624886,-2076291.0355441847
2025-01-02 08:00:00,0.005537914623585798,0.1262275260737191,0.3610761752447097,-2208020.7690223474
2025-01-02 09:00:00,0.00783179396793933,0.15042205967026503,0.36117253506525626,-2103280.103295771
2025-01-02 10:00:00,0.009591949496029277,0.16356818253590213,0.36126899717455513,-2134231.28842279
2025-01-02 11:00:00,0.010698429517410854,0.11372279150109409,0.3613655615229803,-2136457.473102281
2025-01-02 12:00:00,0.011075829247171598,0.1396290234997565,0.3614622280608535,-2038254.6531858274
2025-01-02 13:00:00,0.010698429517410854,0.15001627748422022,0.3615589967384434,-2036580.9556540477
2025-01-02 14:00:00,0.009591949496029279,0.1114525272814096,0.3616558675059666,-1975288.9439885602
2025-01-02 15:00:00,0.007831793967939331,0.15632667231895536,0.36175284031358695,-2075010.4405992704
2025-01-02 16:00:00,0.005537914623585798,0.16384907437222146,0.36184991511141573,-2041606.065305746
2025-01-02 17:00:00,0.002866635549471527,0.14900234775539753,0.36194709184951196,-2022641.8467753832
2025-01-02 18:00:00,1.3563978835451336e-18,0.14943751852025303,0.362044370477882,-2231760.034242801
2025-01-02 19:00:00,0.0,0.1118068110014149,0.36214175094648005,-2199262.062776884
2025-01-02 20:00:00,0.0,0.14291050639257177,0.3622392332052076,-2358413.1388860177
2025-01-02 21:00:00,0.0,0.12137673845464073,0.3623368172039141,-2326300.5837003174
2025-01-02 22:00:00,0.0,0.16129219965868793,0.36243450289239637,-2330195.3813867224
2025-01-02 23:00:00,0.0,0.12642985765146417,0.3625322902203991,-2214080.3547445815
2025-01-03 00:00:00,0.0,0.10445538970218204,0.36263017913761464,-2393584.502948388
2025-01-03 01:00:00,0.0,0.12598582771212005,0.36272816959368304,-2383440.0475236406
2025-01-03 02:00:00,0.0,0.1179924689438511,0.36282626153819214,-2328909.8663344113
