time,pv,wind,hydro,demand
2025-01-01 00:00:00,0.0,0.25709317640567453,0.1342676113672893,-940810.8433364099
2025-01-01 01:00:00,0.0,0.22753915277140394,0.13430250912756977,-951278.659973549
2025-01-01 02:00:00,0.0,0.22979640007468147,0.13433744583117174,-935194.4817620962
2025-01-01 03:00:00,0.0,0.23870008888266497,0.1343724214601217,-965219.3203642806
2025-01-01 04:00:00,0.0,0.18263751466421432,0.13440743599642604,-962231.7812444562
2025-01-01 05:00:00,0.0,0.20910793317414164,0.13444248942207127,-915379.5239100566
2025-01-01 06:00:00,0.0,0.20487181324024123,0.13447758171902371,-832977.9711791978
2025-01-01 07:00:00,0.0019352966055590625,0.19003904964313087,0.13451271286922986,-893558.4929399407
2025-01-01 08:00:00,0.003738705945678133,0.19613882199966026,0.1345478828546161,-879846.1383069148
2025-01-01 09:00:00,0.0052873286541029445,0.22347323605257266,0.13458309165708893,-799690.8962169368
2025-01-01 10:00:00,0.006475628652474375,0.2209911778474365,0.13461833925853478,-809127.6117724486
2025-01-01 11:00:00,0.007222625259662008,0.21432217534782927,0.13465362564082023,-812889.2316428013
2025-01-01 12:00:00,0.007477411891356267,0.1862065960340415,0.13468895078579182,-802055.1000316866
2025-01-01 13:00:00,0.007222625259662008,0.21992679644863314,0.13472431467527618,-805888.7043355705
2025-01-01 14:00:00,0.006475628652474375,0.23638735067907712,0.13475971729108002,-835065.9466365637
2025-01-01 15:00:00,0.005287328654102945,0.19386159155160584,0.1347951586149901,-876663.6021458653
2025-01-01 16:00:00,0.003738705945678133,0.1862559225541074,0.1348306386287733,-842558.9291446646
2025-01-01 17:00:00,0.0019352966055590647,0.17955219687439627,0.13486615731417656,-796055.3230214058
2025-01-01 18:00:00,9.15718853865581e-19,0.21167599932538977,0.13490171465292697,-953196.4157111846
2025-01-01 19:00:00,0.0,0.2335674173899185,0.13493731062673164,-845424.8674302942
2025-01-01 20:00:00,0.0,0.221867826804133,0.13497294521727796,-944805.9245059539
2025-01-01 21:00:00,0.0,0.2407208244391897,0.1350086184062333,-908204.966160945
2025-01-01 22:00:00,0.0,0.1979009478479001,0.13504433017524525,-888758.6228893305
2025-01-01 23:00:00,0.0,0.271144078259307,0.13508008050594156,-919314.0117172496
2025-01-02 00:00:00,0.0,0.25003835800166496,0.1351158693799301,-921639.3866096609
2025-01-02 01:00:00,0.0,0.2470855436321885,0.1351516967787989,-973104.2536658457
2025-01-02 02:00:00,0.0,0.2363952307605882,0.13518756268411625,-974749.6625036551
2025-01-02 03:00:00,0.0,0.20094697955133614,0.13522346707743055,-965416.9342967456
2025-01-02 04:00:00,0.0,0.24392931532652418,0.13525940994027044,-904388.6569970655
2025-01-02 05:00:00,0.0,0.2575823528310754,0.13529539125414478,-925404.6164079026
2025-01-02 06:00:00,0.0,0.20934317479739384,0.1353314110005426,-899779.1918923461
2025-01-02 07:00:00,0.0022933084395772192,0.26313996909217796,0.1353674691609332,-875623.8811017922
2025-01-02 08:00:00,0.004430331698868638,0.21615374001622775,0.13540356571676612,-878900.6215055316
2025-01-02 09:00:00,0.006265435174351464,0.2578190508407025,0.13543970064947108,-897259.203859045
2025-01-02 10:00:00,0.007673559596823422,0.18346621160562412,0.13547587394045815,-830380.7347725395
2025-01-02 11:00:00,0.008558743613928685,0.23480946569349945,0.1355120855711176,-871631.0650364107
2025-01-02 12:00:00,0.008860663397737278,0.24964169146237677,0.13554833552282003,-866062.7670714693
2025-01-02 13:00:00,0.008558743613928685,0.24701191812713194,0.13558462377691627,-866283.976368142
2025-01-02 14:00:00,0.007673559596823424,0.22871321182004967,0.13562095031473748,-834715.361067297
2025-01-02 15:00:00,0.006265435174351465,0.23843638624977237,0.1356573151175951,-839273.7292981865
2025-01-02 16:00:00,0.004430331698868638,0.1826261111522582,0.13569371816678089,-825605.3247130141
2025-01-02 17:00:00,0.002293308439577222,0.1842428800391033,0.13573015944356698,-852901.5407164965
2025-01-02 18:00:00,1.0851183068361069e-18,0.21543792764836125,0.13576663892920574,-799028.1685062854
2025-01-02 19:00:00,0.0,0.27761204334200923,0.13580315660493,-860058.7299974706
2025-01-02 20:00:00,0.0,0.22424059732675808,0.13583971245195284,-924026.5710701122
2025-01-02 21:00:00,0.0,0.25837106190633913,0.13587630645146775,-854309.3465995771
2025-01-02 22:00:00,0.0,0.24878282799473836,0.13591293858464862,-937654.8473929618
2025-01-02 23:00:00,0.0,0.241023277667338,0.13594960883264964,-981451.6474004932
2025-01-03 00:00:00,0.0,0.24777036538528305,0.13598631717660548,-943577.9397438302
2025-01-03 01:00:00,0.0,0.1903238914977877,0.1360230635976311,-943566.1689580043
2025-01-03 02:00:00,0.0,0.2548906554134894,0.13605984807682203,-972699.119700033
2025-01-03 03:00:00,0.0,0.2614914500548968,0.1360966705952541,-895557.4528013688
2025-01-03 04:00:00,0.0,0.23964287692468864,0.13613353113398358,-928177.0174615849
2025-01-03 05:00:00,0.0,0.19104012565046197,0.1361704296740472,-916923.1005573394
2025-01-03 06:00:00,0.0,0.18814359784934498,0.13620736619646218,-974933.4134641184
2025-01-03 07:00:00,0.0026813181843456228,0.1951326662793244,0.13624434068222613,-910106.3397824657
2025-01-03 08:00:00,0.0051799089655159,0.26849638515187657,0.13628135311231715,-872935.9765955315
2025-01-03 09:00:00,0.007325497510890575,0.2502956586692714,0.13631840346769386,-844306.5274076865
2025-01-03 10:00:00,0.008971865506855083,0.29123422716166814,0.13635549172929531,-847268.9127137243
2025-01-03 11:00:00,0.010006815695236199,0.23186185543852006,0.13639261787804113,-811876.0377194737
2025-01-03 12:00:00,0.0103598179310318,0.18771010113611858,0.13642978189483135,-823139.1969325419
2025-01-03 13:00:00,0.010006815695236199,0.21370886998709296,0.1364669837605466,-841334.2702061298
2025-01-03 14:00:00,0.008971865506855085,0.2703800113071986,0.136504223456048,-799238.6234242835
2025-01-03 15:00:00,0.007325497510890577,0.27750865194461277,0.13654150096217726,-844264.7033191723
2025-01-03 16:00:00,0.0051799089655159,0.2818678822107214,0.13657881625975654,-865315.8601312487
2025-01-03 17:00:00,0.002681318184345626,0.2254852426657049,0.13661616932958867,-860684.0853392965
2025-01-03 18:00:00,1.2687117868987451e-18,0.26057097164053444,0.13665356015245694,-904661.5429773803
2025-01-03 19:00:00,0.0,0.23544630525813434,0.13669098870912533,-841697.807745371
